"Latitude","Longitude","deviceSignalStrength","latencyAverage","downloadSpeed","uploadSpeed"
"39.57","-106.06",,,,
"39.57","-106.07",,,,
"39.57","-106.08",,,,
"39.57","-106.09",,,,
"39.57","-106.1",,,,
"39.57","-106.11",,,,
"39.57","-106.24",,,,
"39.57","-106.4",-86,296.96,782.19,235.33
"39.57","-106.41",,150.1376923077,1713.8369230769,529.4269230769
"39.57","-106.42",-83.6,247.216,3787.906,795.246
"39.57","-106.5",-106,250.81,239.67,3.61
"39.57","-106.51",-98,15000,0.81,5.28
"39.57","-106.76",-83,121,456.18,687.27
"39.57","-107.2",-102,,0,18.39
"39.57","-107.21",-92.6666666667,,,
"39.57","-107.22",-102.4,,,
"39.57","-107.37",-113,581.06,571.91,501.71
"39.57","-107.42",-86,435,,
"39.57","-107.43",-91.25,1024.09,,
"39.57","-107.44",-81.6,223.582,,
"39.57","-107.45",-82.2,,,
"39.57","-107.46",-78.4827586207,259.9881034483,,
"39.57","-107.47",-82.8,337.64,,
"39.57","-107.48",,276.4183333333,,
"39.57","-107.51",-80,254.25,,
"39.57","-107.52",-76.5,239.170625,,
"39.57","-107.53",,285.1905555556,,
"39.57","-107.54",-82.6,291,,
"39.57","-107.67",-89.6,218.04,440.396,185.878
"39.57","-107.77",-113,,,
"39.57","-108.97",,1065.27,105.94,11.93
"39.58","-104.02",-70,192.01,742.36,621.54
"39.58","-104.69",-113,399.5,,
"39.58","-104.7",,200.04,3936.715,201.805
"39.58","-104.71",,,,
"39.58","-104.72",,,,
"39.58","-104.73",,,845.93,237.94
"39.58","-104.79",,,3671.22,667.5583333333
"39.58","-104.8",,,,
"39.58","-104.81",,,299.77,764.46
"39.58","-104.82",-66,149.135,926.045,789.48
"39.58","-104.83",,,2132.6988235294,537.54
"39.58","-104.84",,,,
"39.58","-104.85",,,,
"39.58","-104.86",,,,
"39.58","-104.87",,,,
"39.58","-104.88",,,,
"39.58","-104.89",,,1966.178,879.736
"39.58","-104.9",,,,
"39.58","-104.91",,,,
"39.58","-104.92",,,3018.2615,2042.8815
"39.58","-104.94",,,1001.858,379.326
"39.58","-104.95",,,,
"39.58","-104.96",,,,
"39.58","-104.97",,,935.7661538462,125.0407692308
"39.58","-104.98",,,,
"39.58","-104.99",,,,
"39.58","-105",,263.88,62.99,143.64
"39.58","-105.01",,,2064.0266666667,690.4866666667
"39.58","-105.02",,,,
"39.58","-105.03",,,,
"39.58","-105.04",,,3713.255,2577.2975
"39.58","-105.05",,,1395.2028571429,749.6357142857
"39.58","-105.06",,,,
"39.58","-105.07",,,,
"39.58","-105.08",,,5640.11,4326.435
"39.58","-105.09",,,,
"39.58","-105.1",,,1045.834,576.264
"39.58","-105.11",,,,
"39.58","-105.12",,,527.8916666667,158.33
"39.58","-105.13",,,,
"39.58","-105.14",,,,
"39.58","-105.22",,,,
"39.58","-105.23",,,,
"39.58","-105.24",,,906.43,62.73
"39.58","-105.25",-120,,0,0
"39.58","-105.29",,,8.88,0
"39.58","-105.31",-113.4285714286,,,
"39.58","-105.67",,386.32,726.34,202.17
"39.58","-105.93",-107,,,
"39.58","-105.94",,,,
"39.58","-105.95",,,,
"39.58","-105.99",,604.07,138.03,4.26
"39.58","-106",,365.34,157.44,388.79
"39.58","-106.01",,,144.495,18.93
"39.58","-106.04",,175.68,2056.6475,699.87
"39.58","-106.06",-80,354.62,383.13,478.3
"39.58","-106.07",,,,
"39.58","-106.08",,,368.7361538462,130.6046153846
"39.58","-106.09",,,,
"39.58","-106.1",,,,
"39.58","-106.11",,,,
"39.58","-106.19",-104,55.39,14541.29,5813.3
"39.58","-106.24",,,,
"39.58","-106.25",,,315.495,192.49
"39.58","-106.42",-94.7692307692,97.8192307692,8001.8215384615,4658.8215384615
"39.58","-106.43",-95.5714285714,107.2228571429,,
"39.58","-106.5",,,760.1933333333,389.08
"39.58","-106.51",,458.2675,774.8025,596.8875
"39.58","-106.52",-93,,23.7,1.97
"39.58","-106.74",,,,
"39.58","-106.75",,,0,0
"39.58","-107.19",-103,,0,0
"39.58","-107.2",-102.6666666667,,,
"39.58","-107.52",-80,267.3333333333,,
"39.58","-107.53",-75.5,,,
"39.58","-107.54",-79.8695652174,271.7826086957,,
"39.58","-107.55",-82.4091940976,,,
"39.58","-108.82",-53,158.6,1588.56,346.46
"39.59","-104.68",-75,84.9,,
"39.59","-104.69",,,267.85,212.73
"39.59","-104.7",,,,
"39.59","-104.71",,,,
"39.59","-104.72",,,2273.9433333333,2460.54
"39.59","-104.74",-99,57.16,4116.98,8890.55
"39.59","-104.75",,124.03,7303.31,3627.935
"39.59","-104.76",-51,177.8,3549.53,366.55
"39.59","-104.78",-54,205.2,695.8433333333,287.8033333333
"39.59","-104.79",-59,483,,
"39.59","-104.8",,,1123.96,364.1338461538
"39.59","-104.81",,,731.2541666667,374.6525
"39.59","-104.82",,,1493.528,551.944
"39.59","-104.83",,,683.3042857143,249.11
"39.59","-104.84",,,,
"39.59","-104.85",,,,
"39.59","-104.86",,,,
"39.59","-104.87",,,,
"39.59","-104.88",,,,
"39.59","-104.89",,,,
"39.59","-104.9",,,,
"39.59","-104.91",,,,
"39.59","-104.92",,,,
"39.59","-104.93",,,889.9088461538,540.0434615385
"39.59","-104.94",,,,
"39.59","-104.95",,,,
"39.59","-104.96",,,,
"39.59","-104.97",,,,
"39.59","-104.98",,,,
"39.59","-104.99",,,,
"39.59","-105",,,1121.6125,134.36
"39.59","-105.01",,,2002.8633333333,615.7866666667
"39.59","-105.02",,,,
"39.59","-105.03",,86.525,452.725,517.395
"39.59","-105.04",,191.9883333333,966.845,693.3583333333
"39.59","-105.05",,231.2675,,
"39.59","-105.06",,113.5142857143,,
"39.59","-105.07",-83,153.74,2643.84,2872.54
"39.59","-105.08",,,179.96,54.41
"39.59","-105.09",,,,
"39.59","-105.1",,,996.1133333333,425.4933333333
"39.59","-105.11",,52.36,1952.49,334.72
"39.59","-105.12",,,868.306,135.762
"39.59","-105.13",,,1082.865,48.465
"39.59","-105.14",,,,
"39.59","-105.15",,,,
"39.59","-105.17",-78.1538461538,,,
"39.59","-105.22",,162.7516666667,,
"39.59","-105.24",,,601.99,883.84
"39.59","-105.26",,1052.66,41.92,14.06
"39.59","-105.31",-120,,,
"39.59","-105.35",-85,,1352.57,476.44
"39.59","-105.71",-105.25,,,
"39.59","-105.93",-99,116,,
"39.59","-105.94",,,,
"39.59","-105.95",-105,,,
"39.59","-105.99",,205.12,369.05,150.15
"39.59","-106",,,530.184375,138.153125
"39.59","-106.01",,,537.6742307692,
"39.59","-106.02",-102,,37.1725,13.365
"39.59","-106.03",,217.9433333333,679.9266666667,313.31
"39.59","-106.06",-78,172.91,957.39,63.16
"39.59","-106.08",,,1476,969.47
"39.59","-106.09",,,,
"39.59","-106.1",,252.105,1961.51,715
"39.59","-106.11",,222.16,940.93,450.61
"39.59","-106.24",,,,
"39.59","-106.25",,,,
"39.59","-106.26",,,,
"39.59","-106.27",-83.6666666667,106.5133333333,,
"39.59","-106.43",-98,57.81,8019.06,2636.11
"39.59","-106.51",,147.8,578.27,649.36
"39.59","-106.53",-81,831.01,91.97,3.16
"39.59","-106.75",-93,,,
"39.59","-107.17",,,,
"39.59","-107.18",-100,3844,,
"39.59","-107.54",-80,223,,
"39.59","-107.55",-81.8,3181.4,,
"39.59","-108.81",-113,1107,,
"39.6","-104.67",-84.375,200,,
"39.6","-104.68",-86,558.25,,
"39.6","-104.7",,,,
"39.6","-104.71",,,,
"39.6","-104.72",,,,
"39.6","-104.73",,,,
"39.6","-104.74",,,,
"39.6","-104.75",,,3274.61,71.135
"39.6","-104.76",-93.75,,1947.125,831.9125
"39.6","-104.77",-113,250.5,,
"39.6","-104.78",,537.562,,
"39.6","-104.79",,,,
"39.6","-104.8",,,2562.642,663.436
"39.6","-104.81",,,,
"39.6","-104.82",-69,60,,
"39.6","-104.85",,,2084.825,390.825
"39.6","-104.86",-86,418.33,25.37,58.22
"39.6","-104.87",,,,
"39.6","-104.88",,,,
"39.6","-104.89",,,,
"39.6","-104.9",,,,
"39.6","-104.91",,,,
"39.6","-104.92",,,,
"39.6","-104.93",,,660.7132234432,337.5275457875
"39.6","-104.94",,,,
"39.6","-104.95",,,,
"39.6","-104.96",,,2446.843125,1073.1346875
"39.6","-104.97",,,,
"39.6","-104.98",,,,
"39.6","-105",,,,
"39.6","-105.01",-93,170.495,525.61,380.925
"39.6","-105.02",,,,
"39.6","-105.03",,340.93,2010.60625,569.03875
"39.6","-105.04",,,2155.161875,916.29
"39.6","-105.05",,,141.21,402.19
"39.6","-105.07",,,696.295,59.65
"39.6","-105.08",,,,
"39.6","-105.09",,,,
"39.6","-105.1",,,,
"39.6","-105.11",,,,
"39.6","-105.12",,,2576.99,576.3666666667
"39.6","-105.14",,,793.79,60.295
"39.6","-105.15",,,,
"39.6","-105.16",,193.98,1257.34,1521.45
"39.6","-105.17",-83,76,,
"39.6","-105.22",,,,
"39.6","-105.23",,,,
"39.6","-105.24",,,1577.52,446.04
"39.6","-105.31",-96,94,,
"39.6","-105.34",-85,,1486.11,428.22
"39.6","-105.71",-101,,0,0
"39.6","-105.83",,451.74,691.09,192.4
"39.6","-105.89",,222.83,273.86,150.01
"39.6","-105.92",,187.25,546.32,175.22
"39.6","-105.93",-84.5,208,,
"39.6","-105.94",,,,
"39.6","-105.95",,,,
"39.6","-105.96",,,,
"39.6","-105.97",,,,
"39.6","-105.98",,,,
"39.6","-105.99",,,,
"39.6","-106",,,,
"39.6","-106.01",,,,
"39.6","-106.02",-95,203.2933333333,476.3033333333,33.9133333333
"39.6","-106.04",-67,351.98,572.665,431.885
"39.6","-106.06",,101.27,1300.7,878.43
"39.6","-106.07",,,,
"39.6","-106.08",,,,
"39.6","-106.09",,,4894.33,658.59
"39.6","-106.26",,,,
"39.6","-106.27",,,,
"39.6","-106.35",-83.6666666667,159.7166666667,386.62,536.9333333333
"39.6","-106.37",-83,124.49,446.16,508.8
"39.6","-106.42",-97.7142857143,70.3142857143,10329.8,5999.7028571429
"39.6","-106.44",-92.8181818182,,,
"39.6","-106.45",,,,
"39.6","-106.5",,269.29,597.56,676.04
"39.6","-106.51",,,1505.7692857143,624.9021428571
"39.6","-106.52",-81,1004.16,28.41,69.26
"39.6","-106.76",,,,
"39.6","-107.15",-98.8333333333,,,
"39.6","-107.16",-99,13518.2,9.98,81.39
"39.6","-107.17",-87,2367,,
"39.6","-107.55",-71,222,,
"39.6","-107.8",-81,,0,0
"39.61","-104.7",-84.8,,,
"39.61","-104.71",,,,
"39.61","-104.73",,194.724,,
"39.61","-104.74",-72.4,692.88,,
"39.61","-104.75",,,,
"39.61","-104.76",-101,,,
"39.61","-104.77",,,2213.81,674.355
"39.61","-104.78",,,26.14,5.72
"39.61","-104.79",,1096.024,,
"39.61","-104.8",,,,
"39.61","-104.81",,,,
"39.61","-104.83",,164.35,3592.92,1585.64
"39.61","-104.86",,,,
"39.61","-104.87",,,444.2883333333,349.0966666667
"39.61","-104.88",,,,
"39.61","-104.89",,,,
"39.61","-104.9",,,,
"39.61","-104.91",,,,
"39.61","-104.92",,,2047.226,815.018
"39.61","-104.93",,,815.3116666667,417.7658333333
"39.61","-104.94",,,2957.4975,1146.8658333333
"39.61","-104.95",,,3186.2841176471,1519.3052941177
"39.61","-104.96",,,,
"39.61","-104.97",,,1368.3186956522,913.0634782609
"39.61","-104.98",,,,
"39.61","-104.99",,,,
"39.61","-105",,,,
"39.61","-105.01",,,,
"39.61","-105.02",,,,
"39.61","-105.03",,,,
"39.61","-105.04",,,376.9025,444.0575
"39.61","-105.05",,363.0933333333,,
"39.61","-105.06",-81.6666666667,212.7166666667,1398.1066666667,1640.6366666667
"39.61","-105.07",,,98.3166666667,83.97
"39.61","-105.08",,,,
"39.61","-105.09",,,,
"39.61","-105.1",,130.005,5830.4625,4103.95
"39.61","-105.11",,,2042.2625,619.1725
"39.61","-105.12",,,1489.1171428571,446.6857142857
"39.61","-105.13",,,1112.95,165.9833333333
"39.61","-105.14",,,2499.6122222222,701.0433333333
"39.61","-105.15",,,,
"39.61","-105.17",,,476.71,25.94
"39.61","-105.18",,,1237.745,487.98
"39.61","-105.2",-97,1019,108.65,99.53
"39.61","-105.21",,,,
"39.61","-105.22",,,,
"39.61","-105.23",,,,
"39.61","-105.28",-105,169,,
"39.61","-105.31",-120,105,,
"39.61","-105.36",,170.21,1909.74,94.8
"39.61","-105.94",-96,,65.45,52.38
"39.61","-105.95",,94.63,309.71,252.67
"39.61","-105.96",-105.5,,699.555,59.9
"39.61","-105.98",,311.62,5197.265,474.92
"39.61","-105.99",,145.3,745.79,281.2
"39.61","-106.02",,,,
"39.61","-106.06",,313.33,760.015,650.1375
"39.61","-106.07",,,,
"39.61","-106.08",,,,
"39.61","-106.09",,,,
"39.61","-106.1",,544.4833333333,,
"39.61","-106.11",,142.65,958.34,417.58
"39.61","-106.27",,,,
"39.61","-106.28",-85.25,,,
"39.61","-106.35",-96,115.17,2704.6,71.5
"39.61","-106.36",-83,109.81,311.75,436.7
"39.61","-106.38",-88.6,285.184,,
"39.61","-106.42",,,8488.7033333333,3142.9766666667
"39.61","-106.43",,,2398.1878571429,1073.5928571429
"39.61","-106.44",,303.7,,
"39.61","-106.45",-90.6666666667,536.6266666667,,
"39.61","-106.46",,,,
"39.61","-106.51",,,4194.11,4784.53
"39.61","-106.52",,,495.44,308.66
"39.61","-106.54",-102,323.245,429.255,84.615
"39.61","-106.69",-91.5833333333,,278.5841666667,380.0033333333
"39.61","-106.7",-95.8,144.2,400.362,359.038
"39.61","-106.76",-107.6666666667,,,
"39.61","-106.95",-34,166.8,576.1,294.43
"39.61","-106.96",-125,,0,0
"39.61","-107.12",-104,,,
"39.61","-107.13",,,100.766,15.716
"39.61","-107.14",-89.5714285714,,,
"39.61","-107.15",-101,781,,
"39.61","-108.79",-99,,,
"39.62","-104.05",-105,138,,
"39.62","-104.7",,71.26,4543.63,1264.24
"39.62","-104.71",,,,
"39.62","-104.73",,,6676.969375,2378.538125
"39.62","-104.74",-75.3909090909,,615.3558181818,151.0721818182
"39.62","-104.75",,,873.1366666667,174.3166666667
"39.62","-104.77",,,246.3,72.6933333333
"39.62","-104.78",,,,
"39.62","-104.79",,,1173.81,749.38
"39.62","-104.8",,,231.63,324.35
"39.62","-104.81",,,1124.938,342.944
"39.62","-104.82",,,2446.03375,375.1875
"39.62","-104.83",,,4322.768,423.558
"39.62","-104.84",,,,
"39.62","-104.85",,,4036.456,458.532
"39.62","-104.86",,,,
"39.62","-104.87",,,340.72,99.622
"39.62","-104.88",,,,
"39.62","-104.89",,,,
"39.62","-104.9",,,,
"39.62","-104.91",,,,
"39.62","-104.92",,,,
"39.62","-104.93",,,549.6183333333,214.0933333333
"39.62","-104.94",,,,
"39.62","-104.95",,,,
"39.62","-104.96",,,,
"39.62","-104.97",,,,
"39.62","-104.98",,,,
"39.62","-104.99",,,,
"39.62","-105",,,,
"39.62","-105.01",,,,
"39.62","-105.02",,,,
"39.62","-105.03",,,538.704,224.082
"39.62","-105.04",,,496.4428571429,236.8842857143
"39.62","-105.05",,,,
"39.62","-105.08",,,,
"39.62","-105.09",,,,
"39.62","-105.1",-103,241.5,,
"39.62","-105.11",,,,
"39.62","-105.12",-97.5,185.385,639.605,327.48
"39.62","-105.13",,,2035,196.295
"39.62","-105.14",,,,
"39.62","-105.15",,,1885.0546153846,475.7076923077
"39.62","-105.17",-85,,,
"39.62","-105.18",,,,
"39.62","-105.19",,,,
"39.62","-105.2",-73,,,
"39.62","-105.21",-81,1080,,
"39.62","-105.22",-89,323,6150.19,1296.53
"39.62","-105.32",-99.5,,,
"39.62","-105.33",-98.8571428571,,,
"39.62","-105.43",,,8474,4452
"39.62","-105.87",-107,,,
"39.62","-105.91",-98,155.74,358.01,51.75
"39.62","-106.01",-120,281.435,666.385,24.81
"39.62","-106.02",,,219.1066666667,259.4633333333
"39.62","-106.03",,178.02375,,
"39.62","-106.04",,,,
"39.62","-106.05",,,,
"39.62","-106.06",,,,
"39.62","-106.07",,,,
"39.62","-106.08",,257.55,209.62,313.44
"39.62","-106.1",,199.045,806.775,355.68
"39.62","-106.27",,135.4611764706,,
"39.62","-106.28",,,,
"39.62","-106.29",-103,133.45,4203.09,1784.59
"39.62","-106.38",-108.8823529412,,,
"39.62","-106.39",-96.3333333333,99.6666666667,,
"39.62","-106.41",-101.6153846154,,,
"39.62","-106.42",,,,
"39.62","-106.43",-80,1618,,
"39.62","-106.45",,89.33,6188.49,284.26
"39.62","-106.46",,,870.55,295.36
"39.62","-106.47",,,,
"39.62","-106.48",,,,
"39.62","-106.49",-88.1428571429,122.0835714286,,
"39.62","-106.5",,94.01,,
"39.62","-106.51",-83,100.5,593.68,711.075
"39.62","-106.52",,,,
"39.62","-106.53",,,195.1,617.46
"39.62","-106.54",,,537.1914285714,422.5828571429
"39.62","-106.55",-101,245.62,250.34,0
"39.62","-106.65",-93,126,352.78,641.05
"39.62","-106.66",-93,146,602.94,155.69
"39.62","-106.67",-93,120,268.76,840.55
"39.62","-106.69",-83.4,140.8,514.924,474.946
"39.62","-106.7",-93,123,75.82,149.45
"39.62","-106.77",-87,,,
"39.62","-106.78",-75,,,
"39.62","-106.79",-86,492.88,,
"39.62","-106.8",,148.775,211.74,457.27
"39.62","-106.81",-87.8421052632,,,
"39.62","-106.95",-70,154,66.99,370.46
"39.62","-107.1",-90.1666666667,,,
"39.62","-107.11",-83.7142857143,,,
"39.62","-107.12",-88.5,5892.31,6.845,42.565
"39.63","-102.64",-120,,,
"39.63","-104.36",-93,333.8,1179.7,228.44
"39.63","-104.56",,,58.5,443.98
"39.63","-104.58",,,2142.51,1303.21
"39.63","-104.62",,,1824.89,1678.34
"39.63","-104.63",,,428.6,69.95
"39.63","-104.67",,,847.7,79.36
"39.63","-104.69",,,2012.67,2147.48
"39.63","-104.71",,,,
"39.63","-104.72",,492.8636842105,767.3610526316,152.4055263158
"39.63","-104.73",-78.5882352941,538.0014705882,458.1891176471,204.2088235294
"39.63","-104.74",,,485.4684615385,111.9869230769
"39.63","-104.75",,,850.271875,176.57875
"39.63","-104.76",,,206.285,101.9965
"39.63","-104.77",,,1260.0914285714,184.6642857143
"39.63","-104.78",,350.1933333333,,
"39.63","-104.79",,,,
"39.63","-104.8",-80,175,,
"39.63","-104.81",,,,
"39.63","-104.82",,,3598.6607692308,576.9919230769
"39.63","-104.83",,,,
"39.63","-104.85",,,893.24,58.1
"39.63","-104.86",,,,
"39.63","-104.87",,,2597.072,383.343
"39.63","-104.88",,,,
"39.63","-104.89",,,,
"39.63","-104.9",,,,
"39.63","-104.91",,,,
"39.63","-104.92",,,361.1833333333,113.3483333333
"39.63","-104.93",,,724.591,88.744
"39.63","-104.94",,,604.4916666667,265.1916666667
"39.63","-104.95",,,,
"39.63","-104.96",,,,
"39.63","-104.97",,,,
"39.63","-104.98",,,,
"39.63","-104.99",,,,
"39.63","-105",,,,
"39.63","-105.01",,,2654.0558823529,830.8094117647
"39.63","-105.02",-87.5,186.5,,
"39.63","-105.03",-84.2692307692,102.1292307692,,
"39.63","-105.04",,68.02,3343.54,2390.48
"39.63","-105.05",,,,
"39.63","-105.06",-99.5833333333,,,
"39.63","-105.07",-77,65.14,3591.72,291.68
"39.63","-105.08",,,,
"39.63","-105.09",,,,
"39.63","-105.1",,199.31,2256.43,610.93
"39.63","-105.11",,,479.45,224.91
"39.63","-105.12",,,,
"39.63","-105.13",-94,155.365,,
"39.63","-105.14",,,,
"39.63","-105.15",,,,
"39.63","-105.16",,,,
"39.63","-105.17",,,,
"39.63","-105.19",-77,183,,
"39.63","-105.22",,,338.05,563.0866666667
"39.63","-105.23",,,244.365,513.495
"39.63","-105.25",,,300.76,444.45
"39.63","-105.27",,,1208.98,191.18
"39.63","-105.28",,,128.88,37.41
"39.63","-105.31",-98.2,,,
"39.63","-105.32",,,,
"39.63","-105.33",,,,
"39.63","-105.71",-97,,21.46,0
"39.63","-105.86",-105,,,
"39.63","-105.87",,,,
"39.63","-105.89",-107,,0,0
"39.63","-106.03",,,427.4375,411.91375
"39.63","-106.04",,,,
"39.63","-106.05",,,,
"39.63","-106.06",,,,
"39.63","-106.07",,,,
"39.63","-106.08",,235.06,457.47,673.35
"39.63","-106.28",,,,
"39.63","-106.29",,,,
"39.63","-106.3",-79,622.2,593.15,321.035
"39.63","-106.31",,,0,0
"39.63","-106.34",,,588.65,526.85
"39.63","-106.35",-90,369,4559.83,828.5
"39.63","-106.36",,,785.8583333333,371.545
"39.63","-106.38",-93,3098.73,234.15,34.35
"39.63","-106.39",-103,131.5,,
"39.63","-106.4",,,,
"39.63","-106.41",,,,
"39.63","-106.49",,93.09,6886.77,898.98
"39.63","-106.5",,,,
"39.63","-106.51",,,,
"39.63","-106.52",,,2480.4651851852,791.757037037
"39.63","-106.53",,,2010.19,533.9088888889
"39.63","-106.54",,,,
"39.63","-106.65",-93,164,276.04,205.53
"39.63","-106.79",-102,183.5,,
"39.63","-106.8",,,,
"39.63","-106.81",,,,
"39.63","-106.82",,,,
"39.63","-106.83",-93,204,603.59,424.75
"39.63","-106.95",,105.74,181.21,223.55
"39.63","-107.08",-83,119.6,1847.36,845.98
"39.63","-107.09",-96.5,878.835,377.66,101.585
"39.63","-107.1",,,,
"39.63","-107.69",-73,151.4,1411.88,351.38
"39.63","-107.85",-94,322,,
"39.64","-104.06",-104,377.58,179.33,172.78
"39.64","-104.07",-94,144.49,651.41,268.33
"39.64","-104.71",,,,
"39.64","-104.72",,,,
"39.64","-104.75",,,95.52,11.62
"39.64","-104.76",,,,
"39.64","-104.77",-75,141,,
"39.64","-104.78",-92.3333333333,111.3333333333,4057.1733333333,1626.4233333333
"39.64","-104.79",-62.3333333333,163.3333333333,,
"39.64","-104.8",,,300.2975,82.5925
"39.64","-104.82",,,4911.9954545455,1444.1486363636
"39.64","-104.83",,,,
"39.64","-104.84",,,2778.0366666667,2463.3933333333
"39.64","-104.85",,,2489.11,1110.266
"39.64","-104.86",,,,
"39.64","-104.87",,,,
"39.64","-104.88",,,,
"39.64","-104.89",,,1414.536,849.917
"39.64","-104.9",,,,
"39.64","-104.91",,,,
"39.64","-104.92",,,846.1518181818,262.0909090909
"39.64","-104.93",,,584.31,57.232
"39.64","-104.94",-89,809.24,7934.89,154.79
"39.64","-104.95",,,1290.436875,385.344375
"39.64","-104.96",,,,
"39.64","-104.97",,,,
"39.64","-104.98",,,,
"39.64","-104.99",,,,
"39.64","-105",,,,
"39.64","-105.01",,196.3013333333,,
"39.64","-105.02",,,,
"39.64","-105.03",-76.0568181818,126.085,,
"39.64","-105.04",,,,
"39.64","-105.05",,,633.335,431.08
"39.64","-105.08",,,,
"39.64","-105.09",,,621.03,431.24
"39.64","-105.11",,,,
"39.64","-105.12",,,,
"39.64","-105.13",,,,
"39.64","-105.14",,1608.24,0.97,11.69
"39.64","-105.16",,,997.6675,239.9025
"39.64","-105.17",,,,
"39.64","-105.18",,,,
"39.64","-105.19",,,,
"39.64","-105.2",,,,
"39.64","-105.21",,,142.195,1111.16
"39.64","-105.33",-96,,,
"39.64","-105.34",-107,226,,
"39.64","-105.86",-107,,,
"39.64","-105.87",-107.3333333333,,,
"39.64","-105.88",-85,,,
"39.64","-106",,,168.08,1416.77
"39.64","-106.02",,,,
"39.64","-106.03",,,,
"39.64","-106.04",,,,
"39.64","-106.06",,,1045.465,617.375
"39.64","-106.07",,,616.6418421053,421.3389473684
"39.64","-106.08",,277.6,669.9292857143,468.5492857143
"39.64","-106.3",,,,
"39.64","-106.31",,,,
"39.64","-106.32",,,,
"39.64","-106.33",,,,
"39.64","-106.34",,,,
"39.64","-106.35",,,,
"39.64","-106.36",,,,
"39.64","-106.37",,,,
"39.64","-106.38",,,,
"39.64","-106.39",,,,
"39.64","-106.4",,,1192.8514285714,215.2585714286
"39.64","-106.41",,,538.84,81.3
"39.64","-106.52",,,482.13,390.51
"39.64","-106.53",-91,119.5171428571,,
"39.64","-106.55",,,,
"39.64","-106.56",,,,
"39.64","-106.57",,,2641.655,1085.015
"39.64","-106.58",,,,
"39.64","-106.59",,,,
"39.64","-106.81",,,,
"39.64","-106.82",,,,
"39.64","-106.83",-95.1818181818,495.57,,
"39.64","-106.84",-83,141,101.25,376.42
"39.64","-106.85",-84,558,,
"39.64","-106.86",-83,149,143.82,238.3
"39.64","-106.87",-93,186,,
"39.64","-106.88",-78.75,233.4425,,
"39.64","-106.89",-103.4615384615,2439.3853846154,,
"39.64","-106.91",,227.6825,,
"39.64","-106.92",-88,123.16,441.72,72.07
"39.64","-106.94",-90,341.49,,
"39.64","-106.95",,378.905,195.25,147.83
"39.64","-107",-100,547.5,,
"39.64","-107.01",-86.4,,,
"39.64","-107.02",-88.7142857143,,322.2714285714,131.4071428571
"39.64","-107.03",,229.3975,592.44,214.7575
"39.64","-107.04",-79.6666666667,799.3366666667,215.53,98.0033333333
"39.64","-107.05",-95,543.5,,
"39.64","-107.06",,525.955,,
"39.64","-107.07",-87.8,271.046,,
"39.64","-107.08",-77,243.536,,
"39.64","-107.71",-81,149.4,761.82,364.23
"39.65","-102.82",-59,206.3,853.635,264.1
"39.65","-104.71",,430.1111111111,1254.1022222222,187.5277777778
"39.65","-104.72",,,704.9088888889,253.5014814815
"39.65","-104.74",-93,63.11,10654.26,3281.71
"39.65","-104.75",,,390.33,91.815
"39.65","-104.76",-79,,,
"39.65","-104.77",,,,
"39.65","-104.79",,,,
"39.65","-104.8",,,,
"39.65","-104.81",,,805.2316666667,583.7066666667
"39.65","-104.82",,,1874.585,762.61
"39.65","-104.83",,,,
"39.65","-104.84",,,,
"39.65","-104.85",,,,
"39.65","-104.86",,,,
"39.65","-104.87",,,,
"39.65","-104.88",,,,
